来源,内容
" Introduction to Computer Science Ch3 Practice Exercises "," If a connected graph has unique edge weights, will Kruskal's algorithm find the same minimum spanning tree as Prim's algorithm? How about a connected graph with duplicate edge weights? "
" Introduction to Computer Science Ch3 Practice Exercises "," What is a reduction algorithm for the problem of finding the median element in a list? "
" Introduction to Computer Science Ch3 Practice Exercises "," The heapsort algorithm applies a binary heap priority queue ordered by the comparison operation to sort elements. What can we say about the first element removed from the binary heap if it implements a minimum priority queue? What about the last element removed? Is the binary heap data structure sorted? "
" Introduction to Computer Science Ch3 Practice Exercises "," Hashing algorithms can provide a constant-time solution to the search problem under certain conditions. What are the conditions necessary to ensure the runtime of a hashing search algorithm is constant? "
" Introduction to Computer Science Ch3 Practice Exercises "," Why is it the case that depth-first search cannot be directly applied to compute an unweighted shortest paths tree? "
" Introduction to Computer Science Ch4 Key Terms "," abstract model - technique that derives simpler high-level conceptual models for a computer while exploring the science of what new algorithms can or cannot do "
" Introduction to Computer Science Ch4 Key Terms "," allocated memory - memory region set aside to hold a value "
" Introduction to Computer Science Ch4 Key Terms "," archive file - .a file that contains a static library "
" Introduction to Computer Science Ch4 Key Terms "," Arduino - hardware platform intended for creating simple, low-cost hardware for educational or hobbyist purposes "
" Introduction to Computer Science Ch4 Key Terms "," assembler - program that translates assembly language source code into machine code "
" Introduction to Computer Science Ch4 Key Terms "," assembly language - low-level language in which every statement corresponds directly to a machine instruction "
" Introduction to Computer Science Ch4 Key Terms "," BASIC - early high-level programming language "
" Introduction to Computer Science Ch4 Key Terms "," binary code - program in the native format that is understood by a CPU, which is a long series of 0s and 1s "
" Introduction to Computer Science Ch4 Key Terms "," C - middle-level language that has been in wide use since the 1970s "
" Introduction to Computer Science Ch4 Key Terms "," C++ - middle-level object-oriented language based upon C "
" Introduction to Computer Science Ch4 Key Terms "," central processing unit (CPU) - computer chip capable of executing machine code programs "
" Introduction to Computer Science Ch4 Key Terms "," child thread - thread that is started by the parent thread, and only runs for a limited period in a parallel section "
